run_id,name,dataset,no_fl,dp,local,aggregation_type,partition_type,n_clients,learning_rate,batch_size,epochs,noise_multiplier,l2_norm_clip,clipping,epsilon,export_path,target_split,num_targets,targets_seed,targets,recon_base_mean_score,recon_base_median_score,recon_base_mean_dist,recon_hard_mean_score,recon_hard_median_score,recon_hard_mean_dist,recon_base_detail,recon_hard_detail,status,error
20260405_163350_53988270,smoking_fl_dp_central_leaky,body_signal_of_smoking,,True,False,regular,iid,6,0.001,128,30,0.47,1.0,server,,body_signal_of_smoking_smoking_fl_dp_central_leaky_cdp_nm0.47_clip1.0_20260405_163350_53988270.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.3957162024329194,0.3908557182715271,1.5621126532554626,0.5259953948459546,0.5008876886782012,0.9491257995367051,"{""dist_to_target"": {""max"": 2.1613402366638184, ""mean"": 1.5621126532554626, ""median"": 1.5587974190711975, ""min"": 1.105736494064331}, ""k"": 10, ""score"": {""max"": 0.4748932275328888, ""mean"": 0.3957162024329194, ""median"": 0.3908557182715271, ""min"": 0.31632153616445474}}","{""dist_to_target"": {""max"": 1.5007107257843018, ""mean"": 0.9491257995367051, ""median"": 0.9969387054443359, ""min"": 0.43360963463783264}, ""k"": 10, ""score"": {""max"": 0.6975399549770926, ""mean"": 0.5259953948459546, ""median"": 0.5008876886782012, ""min"": 0.3998863161937167}}",ok,
20260405_171220_a6e16872,smoking_fl_dp_central_leaky,body_signal_of_smoking,,True,False,regular,iid,10,0.001,128,30,1.4106,1.0,server,,body_signal_of_smoking_smoking_fl_dp_central_leaky_cdp_nm1.4106_clip1.0_20260405_171220_a6e16872.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.3476333239623345,0.3534077232833449,1.8861877083778382,0.515611724183038,0.4629486398157142,1.0038349866867065,"{""dist_to_target"": {""max"": 2.1060619354248047, ""mean"": 1.8861877083778382, ""median"": 1.830636203289032, ""min"": 1.6611000299453735}, ""k"": 10, ""score"": {""max"": 0.3757844458107528, ""mean"": 0.3476333239623345, ""median"": 0.3534077232833449, ""min"": 0.32195108172021486}}","{""dist_to_target"": {""max"": 1.6060552597045898, ""mean"": 1.0038349866867065, ""median"": 1.1600970029830933, ""min"": 0.45398277044296265}, ""k"": 10, ""score"": {""max"": 0.6877660590815291, ""mean"": 0.515611724183038, ""median"": 0.4629486398157142, ""min"": 0.38372171744100136}}",ok,
20260405_175121_ae87fea2,smoking_fl_dp_central_leaky,body_signal_of_smoking,,True,False,regular,iid,10,0.001,128,30,0.47,1.0,server,,body_signal_of_smoking_smoking_fl_dp_central_leaky_cdp_nm0.47_clip1.0_20260405_175121_ae87fea2.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.38177848214653654,0.39237363436613953,1.6691341161727906,0.49735467925538474,0.4675589192201829,1.101917463541031,"{""dist_to_target"": {""max"": 2.1886916160583496, ""mean"": 1.6691341161727906, ""median"": 1.5496795177459717, ""min"": 1.0942602157592773}, ""k"": 10, ""score"": {""max"": 0.4774955817214187, ""mean"": 0.38177848214653654, ""median"": 0.39237363436613953, ""min"": 0.3136082507834778}}","{""dist_to_target"": {""max"": 1.735681414604187, ""mean"": 1.101917463541031, ""median"": 1.13877671957016, ""min"": 0.4602664113044739}, ""k"": 10, ""score"": {""max"": 0.6848065478043063, ""mean"": 0.49735467925538474, ""median"": 0.4675589192201829, ""min"": 0.36553964020137386}}",ok,
20260405_183023_68916b8c,smoking_fl_dp_local_leaky,body_signal_of_smoking,,True,True,regular,iid,3,0.001,128,30,,1.0,,1.0,body_signal_of_smoking_smoking_fl_dp_local_leaky_ldp_eps1.0_clip1.0_20260405_183023_68916b8c.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.37716671762972015,0.37629688029888897,1.6653435230255127,0.5332700481395825,0.4799044141750491,0.9677098721265793,"{""dist_to_target"": {""max"": 2.0286295413970947, ""mean"": 1.6653435230255127, ""median"": 1.6574918627738953, ""min"": 1.3325566053390503}, ""k"": 10, ""score"": {""max"": 0.4287141404033127, ""mean"": 0.37716671762972015, ""median"": 0.37629688029888897, ""min"": 0.3301823436413765}}","{""dist_to_target"": {""max"": 1.4915645122528076, ""mean"": 0.9677098721265793, ""median"": 1.0841728448867798, ""min"": 0.242564857006073}, ""k"": 10, ""score"": {""max"": 0.8047869649311292, ""mean"": 0.5332700481395825, ""median"": 0.4799044141750491, ""min"": 0.40135424753494586}}",ok,
20260405_190655_76700c6e,smoking_fl_dp_local_leaky,body_signal_of_smoking,,True,True,regular,iid,3,0.001,128,30,,1.0,,5.0,body_signal_of_smoking_smoking_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260405_190655_76700c6e.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.38098150395944963,0.38733359362783654,1.6415291905403138,0.48613820028463794,0.4545754573153188,1.1095565915107728,"{""dist_to_target"": {""max"": 2.081234931945801, ""mean"": 1.6415291905403138, ""median"": 1.5819284915924072, ""min"": 1.4024903774261475}, ""k"": 10, ""score"": {""max"": 0.41623475764815626, ""mean"": 0.38098150395944963, ""median"": 0.38733359362783654, ""min"": 0.32454519765180634}}","{""dist_to_target"": {""max"": 1.5482091903686523, ""mean"": 1.1095565915107728, ""median"": 1.1998576521873474, ""min"": 0.5707921385765076}, ""k"": 10, ""score"": {""max"": 0.6366214697930853, ""mean"": 0.48613820028463794, ""median"": 0.4545754573153188, ""min"": 0.39243245954047}}",ok,
20260405_194327_829ca261,smoking_fl_dp_local_leaky,body_signal_of_smoking,,True,True,regular,iid,6,0.001,128,30,,1.0,,1.0,body_signal_of_smoking_smoking_fl_dp_local_leaky_ldp_eps1.0_clip1.0_20260405_194327_829ca261.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.3945284210591054,0.39901597529186805,1.5500829935073852,0.4916108071523916,0.49525208833407575,1.1575884759426116,"{""dist_to_target"": {""max"": 2.0188894271850586, ""mean"": 1.5500829935073852, ""median"": 1.5061683058738708, ""min"": 1.280669927597046}, ""k"": 10, ""score"": {""max"": 0.438467657200013, ""mean"": 0.3945284210591054, ""median"": 0.39901597529186805, ""min"": 0.33124764060419487}}","{""dist_to_target"": {""max"": 2.0274479389190674, ""mean"": 1.1575884759426116, ""median"": 1.024398535490036, ""min"": 0.3717525601387024}, ""k"": 10, ""score"": {""max"": 0.7289944477296159, ""mean"": 0.4916108071523916, ""median"": 0.49525208833407575, ""min"": 0.3303112126701159}}",ok,
20260405_202150_f3c87cfc,smoking_fl_dp_local_leaky,body_signal_of_smoking,,True,True,regular,iid,6,0.001,128,30,,1.0,,5.0,body_signal_of_smoking_smoking_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260405_202150_f3c87cfc.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.3553424524771682,0.3710631419290536,1.8833520531654357,0.43900038422822873,0.4245781646020511,1.316159760951996,"{""dist_to_target"": {""max"": 2.5500853061676025, ""mean"": 1.8833520531654357, ""median"": 1.6949687600135803, ""min"": 1.3315662145614624}, ""k"": 10, ""score"": {""max"": 0.4288962474042742, ""mean"": 0.3553424524771682, ""median"": 0.3710631419290536, ""min"": 0.28168337202001564}}","{""dist_to_target"": {""max"": 1.861309289932251, ""mean"": 1.316159760951996, ""median"": 1.3552820682525635, ""min"": 0.8889243602752686}, ""k"": 10, ""score"": {""max"": 0.5294018230853206, ""mean"": 0.43900038422822873, ""median"": 0.4245781646020511, ""min"": 0.3494903551736197}}",ok,
20260405_210029_8cd993fb,smoking_fl_dp_local_leaky,body_signal_of_smoking,,True,True,regular,iid,10,0.001,128,30,,1.0,,1.0,body_signal_of_smoking_smoking_fl_dp_local_leaky_ldp_eps1.0_clip1.0_20260405_210029_8cd993fb.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.359195448505292,0.3595439091876612,1.830493688583374,0.4720287714668912,0.4404941154546925,1.23178690969944,"{""dist_to_target"": {""max"": 2.4309380054473877, ""mean"": 1.830493688583374, ""median"": 1.7836005687713623, ""min"": 1.248942255973816}, ""k"": 10, ""score"": {""max"": 0.44465347980532716, ""mean"": 0.359195448505292, ""median"": 0.3595439091876612, ""min"": 0.2914654821545229}}","{""dist_to_target"": {""max"": 1.8591688871383667, ""mean"": 1.23178690969944, ""median"": 1.2811982035636902, ""min"": 0.2897345721721649}, ""k"": 10, ""score"": {""max"": 0.7753533336055377, ""mean"": 0.4720287714668912, ""median"": 0.4404941154546925, ""min"": 0.34975198719403455}}",ok,
20260405_213920_a3337e3f,smoking_fl_dp_local_leaky,body_signal_of_smoking,,True,True,regular,iid,10,0.001,128,30,,1.0,,5.0,body_signal_of_smoking_smoking_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260405_213920_a3337e3f.keras,train,10,42,"41905,7296,1639,18024,16049,14628,9144,6717,44348,35741",0.3694487488350011,0.3657141884443944,1.7509373664855956,0.47922388580822456,0.451193709793957,1.1945406824350357,"{""dist_to_target"": {""max"": 2.2959461212158203, ""mean"": 1.7509373664855956, ""median"": 1.736198365688324, ""min"": 1.1924183368682861}, ""k"": 10, ""score"": {""max"": 0.45611733088696427, ""mean"": 0.3694487488350011, ""median"": 0.3657141884443944, ""min"": 0.30340301789615315}}","{""dist_to_target"": {""max"": 1.946168303489685, ""mean"": 1.1945406824350357, ""median"": 1.2248795628547668, ""min"": 0.39541205763816833}, ""k"": 10, ""score"": {""max"": 0.7166341974230676, ""mean"": 0.47922388580822456, ""median"": 0.451193709793957, ""min"": 0.3394239218497862}}",ok,
20260405_221809_1d8b9328,cifar10_centralized_plain,cifar10,True,False,,regular,iid,1,0.001,16,50,,,,,cifar10_cifar10_centralized_plain_plain_noparams_20260405_221809_1d8b9328.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.04818215360461684,0.04951459012035818,20.107616996765138,0.07046641109936773,0.0707714462896421,14.08172674179077,"{""dist_to_target"": {""max"": 27.489910125732422, ""mean"": 20.107616996765138, ""median"": 19.1986026763916, ""min"": 16.493364334106445}, ""k"": 10, ""score"": {""max"": 0.05716453284233731, ""mean"": 0.04818215360461684, ""median"": 0.04951459012035818, ""min"": 0.03510014582660225}}","{""dist_to_target"": {""max"": 24.25994300842285, ""mean"": 14.08172674179077, ""median"": 13.147218704223633, ""min"": 9.382060050964355}, ""k"": 10, ""score"": {""max"": 0.09631999767783209, ""mean"": 0.07046641109936773, ""median"": 0.0707714462896421, ""min"": 0.03958837118779536}}",ok,
20260405_234222_ef39288a,cifar10_centralized_plain_leaky,cifar10,True,False,,regular,iid,1,0.001,16,50,,,,,cifar10_cifar10_centralized_plain_leaky_plain_noparams_20260405_234222_ef39288a.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.04829263199991824,0.04923139581720638,20.01112766265869,0.07021764957108052,0.07256367820278994,14.059226036071777,"{""dist_to_target"": {""max"": 26.746875762939453, ""mean"": 20.01112766265869, ""median"": 19.332901000976562, ""min"": 16.489351272583008}, ""k"": 10, ""score"": {""max"": 0.05717764966889533, ""mean"": 0.04829263199991824, ""median"": 0.04923139581720638, ""min"": 0.03604009361427515}}","{""dist_to_target"": {""max"": 23.845022201538086, ""mean"": 14.059226036071777, ""median"": 12.785329818725586, ""min"": 9.445255279541016}, ""k"": 10, ""score"": {""max"": 0.09573724846712812, ""mean"": 0.07021764957108052, ""median"": 0.07256367820278994, ""min"": 0.040249511225556193}}",ok,
20260406_003437_e5a122eb,cifar10_centralized_dp_leaky,cifar10,True,True,,regular,iid,1,0.001,16,50,0.607,1.0,,,cifar10_cifar10_centralized_dp_leaky_cdp_nm0.607_clip1.0_20260406_003437_e5a122eb.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.045676239838997566,0.04750248074673544,21.20424175262451,0.04899235530098178,0.04942286184593833,19.862108135223387,"{""dist_to_target"": {""max"": 27.91276741027832, ""mean"": 21.20424175262451, ""median"": 20.052663803100586, ""min"": 17.845422744750977}, ""k"": 10, ""score"": {""max"": 0.05306328298093129, ""mean"": 0.045676239838997566, ""median"": 0.04750248074673544, ""min"": 0.03458679640761423}}","{""dist_to_target"": {""max"": 27.106367111206055, ""mean"": 19.862108135223387, ""median"": 19.23410987854004, ""min"": 15.134196281433105}, ""k"": 10, ""score"": {""max"": 0.061980155847662456, ""mean"": 0.04899235530098178, ""median"": 0.04942286184593833, ""min"": 0.03557912682359074}}",ok,
20260406_012725_8afd8c90,cifar10_centralized_dp_leaky,cifar10,True,True,,regular,iid,1,0.001,16,50,0.1214,1.0,,,cifar10_cifar10_centralized_dp_leaky_cdp_nm0.1214_clip1.0_20260406_012725_8afd8c90.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.05354270098741317,0.05221098915121969,18.33036050796509,0.056904472671510636,0.05547889368235958,17.206112766265868,"{""dist_to_target"": {""max"": 26.513473510742188, ""mean"": 18.33036050796509, ""median"": 18.15306568145752, ""min"": 12.482604026794434}, ""k"": 10, ""score"": {""max"": 0.07416964838637004, ""mean"": 0.05354270098741317, ""median"": 0.05221098915121969, ""min"": 0.036345828875789396}}","{""dist_to_target"": {""max"": 25.05169677734375, ""mean"": 17.206112766265868, ""median"": 17.080644607543945, ""min"": 11.465178489685059}, ""k"": 10, ""score"": {""max"": 0.08022348021951715, ""mean"": 0.056904472671510636, ""median"": 0.05547889368235958, ""min"": 0.038385215694267755}}",ok,
20260406_022014_646c397e,cifar10_fl_plain_leaky,cifar10,,False,,regular,iid,3,0.001,16,50,,,,,cifar10_cifar10_fl_plain_leaky_plain_noparams_20260406_022014_646c397e.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.049335603040470126,0.050347994562300616,19.68840847015381,0.07374514879718681,0.07356972140749374,13.579261875152588,"{""dist_to_target"": {""max"": 27.36812973022461, ""mean"": 19.68840847015381, ""median"": 18.866536140441895, ""min"": 15.930349349975586}, ""k"": 10, ""score"": {""max"": 0.05906552660718971, ""mean"": 0.049335603040470126, ""median"": 0.050347994562300616, ""min"": 0.03525082582143431}}","{""dist_to_target"": {""max"": 23.820785522460938, ""mean"": 13.579261875152588, ""median"": 12.608855724334717, ""min"": 8.05126667022705}, ""k"": 10, ""score"": {""max"": 0.11048177414652562, ""mean"": 0.07374514879718681, ""median"": 0.07356972140749374, ""min"": 0.04028881354681847}}",ok,
20260406_032457_d37de1b4,cifar10_fl_plain_leaky,cifar10,,False,,regular,iid,6,0.001,16,50,,,,,cifar10_cifar10_fl_plain_leaky_plain_noparams_20260406_032457_d37de1b4.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.05171529789278285,0.052513662101716485,18.8893892288208,0.07034760381175129,0.07089590040282537,14.125684642791748,"{""dist_to_target"": {""max"": 26.714282989501953, ""mean"": 18.8893892288208, ""median"": 18.044997215270996, ""min"": 14.069782257080078}, ""k"": 10, ""score"": {""max"": 0.06635795945427019, ""mean"": 0.05171529789278285, ""median"": 0.052513662101716485, ""min"": 0.03608247777432292}}","{""dist_to_target"": {""max"": 23.82075309753418, ""mean"": 14.125684642791748, ""median"": 13.106071949005127, ""min"": 8.267066955566406}, ""k"": 10, ""score"": {""max"": 0.10790900775777115, ""mean"": 0.07034760381175129, ""median"": 0.07089590040282537, ""min"": 0.040288866178655354}}",ok,
20260406_042818_8ec51f91,cifar10_fl_plain_leaky,cifar10,,False,,regular,iid,10,0.001,16,50,,,,,cifar10_cifar10_fl_plain_leaky_plain_noparams_20260406_042818_8ec51f91.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.05310677033508655,0.05302823694753779,18.63038921356201,0.06642807390658009,0.06844951037573163,14.699345684051513,"{""dist_to_target"": {""max"": 26.57636070251465, ""mean"": 18.63038921356201, ""median"": 17.861377716064453, ""min"": 11.091064453125}, ""k"": 10, ""score"": {""max"": 0.08270570418980314, ""mean"": 0.05310677033508655, ""median"": 0.05302823694753779, ""min"": 0.03626294313407394}}","{""dist_to_target"": {""max"": 23.434173583984375, ""mean"": 14.699345684051513, ""median"": 13.609785556793213, ""min"": 9.683008193969727}, ""k"": 10, ""score"": {""max"": 0.09360659299732386, ""mean"": 0.06642807390658009, ""median"": 0.06844951037573163, ""min"": 0.04092628697110755}}",ok,
20260406_053118_e195e65e,cifar10_fl_dp_central_leaky,cifar10,,True,False,regular,iid,3,0.001,16,50,0.607,1.0,server,,cifar10_cifar10_fl_dp_central_leaky_cdp_nm0.607_clip1.0_20260406_053118_e195e65e.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.07895684328998197,0.07859188576838441,12.611767148971557,0.0789822609482293,0.07861469170320584,12.607683897018433,"{""dist_to_target"": {""max"": 22.652925491333008, ""mean"": 12.611767148971557, ""median"": 11.72824764251709, ""min"": 7.319131374359131}, ""k"": 10, ""score"": {""max"": 0.12020485733428336, ""mean"": 0.07895684328998197, ""median"": 0.07859188576838441, ""min"": 0.04227806832463171}}","{""dist_to_target"": {""max"": 22.649112701416016, ""mean"": 12.607683897018433, ""median"": 11.724533557891846, ""min"": 7.315739154815674}, ""k"": 10, ""score"": {""max"": 0.12025389221364603, ""mean"": 0.0789822609482293, ""median"": 0.07861469170320584, ""min"": 0.042284884537766354}}",ok,
20260406_063555_d8748e5a,cifar10_fl_dp_central_leaky,cifar10,,True,False,regular,iid,3,0.001,16,50,0.1214,1.0,server,,cifar10_cifar10_fl_dp_central_leaky_cdp_nm0.1214_clip1.0_20260406_063555_d8748e5a.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.051118815907004594,0.05080027279136806,19.194710731506348,0.053696704654547824,0.05373738205810401,18.29683666229248,"{""dist_to_target"": {""max"": 26.855546951293945, ""mean"": 19.194710731506348, ""median"": 18.684934616088867, ""min"": 14.450151443481445}, ""k"": 10, ""score"": {""max"": 0.06472428465559855, ""mean"": 0.051118815907004594, ""median"": 0.05080027279136806, ""min"": 0.035899492540876064}}","{""dist_to_target"": {""max"": 27.583452224731445, ""mean"": 18.29683666229248, ""median"": 17.610188484191895, ""min"": 13.948049545288086}, ""k"": 10, ""score"": {""max"": 0.06689836001481674, ""mean"": 0.053696704654547824, ""median"": 0.05373738205810401, ""min"": 0.03498527722045987}}",ok,
20260406_074058_c6c66ca0,cifar10_fl_dp_central_leaky,cifar10,,True,False,regular,iid,6,0.001,16,50,0.607,1.0,server,,cifar10_cifar10_fl_dp_central_leaky_cdp_nm0.607_clip1.0_20260406_074058_c6c66ca0.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.042688167420245345,0.0449114669028183,22.984049797058105,0.044692011138570166,0.047284195488267164,22.11890411376953,"{""dist_to_target"": {""max"": 33.975826263427734, ""mean"": 22.984049797058105, ""median"": 21.266258239746094, ""min"": 19.622577667236328}, ""k"": 10, ""score"": {""max"": 0.048490543526415145, ""mean"": 0.042688167420245345, ""median"": 0.0449114669028183, ""min"": 0.028591175872966983}}","{""dist_to_target"": {""max"": 34.17995071411133, ""mean"": 22.11890411376953, ""median"": 20.1497220993042, ""min"": 17.69622230529785}, ""k"": 10, ""score"": {""max"": 0.053486740993480546, ""mean"": 0.044692011138570166, ""median"": 0.047284195488267164, ""min"": 0.02842528143732963}}",ok,
20260406_084439_c214cc67,cifar10_fl_dp_central_leaky,cifar10,,True,False,regular,iid,6,0.001,16,50,0.1214,1.0,server,,cifar10_cifar10_fl_dp_central_leaky_cdp_nm0.1214_clip1.0_20260406_084439_c214cc67.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.05569673211396155,0.056768212782002704,17.805012893676757,0.0637655050540746,0.06524434951605766,15.550767135620116,"{""dist_to_target"": {""max"": 26.833595275878906, ""mean"": 17.805012893676757, ""median"": 16.615653038024902, ""min"": 11.492059707641602}, ""k"": 10, ""score"": {""max"": 0.08005085017231252, ""mean"": 0.05569673211396155, ""median"": 0.056768212782002704, ""min"": 0.03592780559206514}}","{""dist_to_target"": {""max"": 24.845518112182617, ""mean"": 15.550767135620116, ""median"": 14.327791690826416, ""min"": 9.627607345581055}, ""k"": 10, ""score"": {""max"": 0.09409455651518765, ""mean"": 0.0637655050540746, ""median"": 0.06524434951605766, ""min"": 0.038691427877726975}}",ok,
20260406_094759_cbe7be96,cifar10_fl_dp_central_leaky,cifar10,,True,False,regular,iid,10,0.001,16,50,0.607,1.0,server,,cifar10_cifar10_fl_dp_central_leaky_cdp_nm0.607_clip1.0_20260406_094759_cbe7be96.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.04895956038297711,0.051017989475967265,19.801345825195312,0.051978468569017826,0.0521370692213223,18.681906318664552,"{""dist_to_target"": {""max"": 26.829086303710938, ""mean"": 19.801345825195312, ""median"": 18.601069450378418, ""min"": 15.884729385375977}, ""k"": 10, ""score"": {""max"": 0.05922511265511365, ""mean"": 0.04895956038297711, ""median"": 0.051017989475967265, ""min"": 0.035933626748882966}}","{""dist_to_target"": {""max"": 26.389543533325195, ""mean"": 18.681906318664552, ""median"": 18.180360794067383, ""min"": 14.748714447021484}, ""k"": 10, ""score"": {""max"": 0.06349724629041881, ""mean"": 0.051978468569017826, ""median"": 0.0521370692213223, ""min"": 0.03651028352419556}}",ok,
20260406_105103_512d8790,cifar10_fl_dp_central_leaky,cifar10,,True,False,regular,iid,10,0.001,16,50,0.1214,1.0,server,,cifar10_cifar10_fl_dp_central_leaky_cdp_nm0.1214_clip1.0_20260406_105103_512d8790.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.052342074674527894,0.051569567678119765,18.79067726135254,0.06399975561226934,0.06561435847569028,15.281381130218506,"{""dist_to_target"": {""max"": 28.262861251831055, ""mean"": 18.79067726135254, ""median"": 18.391356468200684, ""min"": 13.80228328704834}, ""k"": 10, ""score"": {""max"": 0.06755714511118546, ""mean"": 0.052342074674527894, ""median"": 0.051569567678119765, ""min"": 0.034173008284944364}}","{""dist_to_target"": {""max"": 25.50337028503418, ""mean"": 15.281381130218506, ""median"": 14.247575283050537, ""min"": 11.414610862731934}, ""k"": 10, ""score"": {""max"": 0.08055024930358083, ""mean"": 0.06399975561226934, ""median"": 0.06561435847569028, ""min"": 0.037731050400208015}}",ok,
20260406_115404_29424580,cifar10_fl_dp_local_leaky,cifar10,,True,True,regular,iid,3,0.001,16,50,,1.0,,1.0,cifar10_cifar10_fl_dp_local_leaky_ldp_eps1.0_clip1.0_20260406_115404_29424580.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.05342144184454229,0.05540365748583853,18.39719886779785,0.06774164640112301,0.06695447278158388,14.742298984527588,"{""dist_to_target"": {""max"": 25.760696411132812, ""mean"": 18.39719886779785, ""median"": 17.051791191101074, ""min"": 13.852720260620117}, ""k"": 10, ""score"": {""max"": 0.06732773407517532, ""mean"": 0.05342144184454229, ""median"": 0.05540365748583853, ""min"": 0.03736823528942193}}","{""dist_to_target"": {""max"": 24.44660758972168, ""mean"": 14.742298984527588, ""median"": 13.942363739013672, ""min"": 8.318509101867676}, ""k"": 10, ""score"": {""max"": 0.10731330399189862, ""mean"": 0.06774164640112301, ""median"": 0.06695447278158388, ""min"": 0.03929796914870166}}",ok,
20260406_125849_df258105,cifar10_fl_dp_local_leaky,cifar10,,True,True,regular,iid,3,0.001,16,50,,1.0,,5.0,cifar10_cifar10_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260406_125849_df258105.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.054201647329635505,0.05438080944570342,18.49880180358887,0.06757981444575005,0.06832438653304058,14.896894550323486,"{""dist_to_target"": {""max"": 26.50835418701172, ""mean"": 18.49880180358887, ""median"": 17.389430046081543, ""min"": 10.357985496520996}, ""k"": 10, ""score"": {""max"": 0.08804378208673577, ""mean"": 0.054201647329635505, ""median"": 0.05438080944570342, ""min"": 0.03635259285966871}}","{""dist_to_target"": {""max"": 23.35515785217285, ""mean"": 14.896894550323486, ""median"": 13.640595436096191, ""min"": 7.787008285522461}, ""k"": 10, ""score"": {""max"": 0.11380437658714938, ""mean"": 0.06757981444575005, ""median"": 0.06832438653304058, ""min"": 0.04105906461660583}}",ok,
20260406_140317_dd70d3c7,cifar10_fl_dp_local_leaky,cifar10,,True,True,regular,iid,6,0.001,16,50,,1.0,,1.0,cifar10_cifar10_fl_dp_local_leaky_ldp_eps1.0_clip1.0_20260406_140317_dd70d3c7.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.05042705760969114,0.052517262317455134,19.398745822906495,0.06981389385007986,0.07000101579143932,14.012218284606934,"{""dist_to_target"": {""max"": 27.714508056640625, ""mean"": 19.398745822906495, ""median"": 18.041385650634766, ""min"": 14.749503135681152}, ""k"": 10, ""score"": {""max"": 0.06349406653562667, ""mean"": 0.05042705760969114, ""median"": 0.052517262317455134, ""min"": 0.03482560098287096}}","{""dist_to_target"": {""max"": 21.61740493774414, ""mean"": 14.012218284606934, ""median"": 13.287800312042236, ""min"": 9.032613754272461}, ""k"": 10, ""score"": {""max"": 0.09967492265653533, ""mean"": 0.06981389385007986, ""median"": 0.07000101579143932, ""min"": 0.04421373728562424}}",ok,
20260406_150631_50342a9f,cifar10_fl_dp_local_leaky,cifar10,,True,True,regular,iid,6,0.001,16,50,,1.0,,5.0,cifar10_cifar10_fl_dp_local_leaky_ldp_eps5.0_clip1.0_20260406_150631_50342a9f.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.052646989023386215,0.051213856600870154,18.89253568649292,0.07247242071605477,0.07181181091840969,13.848331212997437,"{""dist_to_target"": {""max"": 27.472562789916992, ""mean"": 18.89253568649292, ""median"": 18.53502368927002, ""min"": 11.412456512451172}, ""k"": 10, ""score"": {""max"": 0.08056422989251813, ""mean"": 0.052646989023386215, ""median"": 0.051213856600870154, ""min"": 0.035121531116760966}}","{""dist_to_target"": {""max"": 24.433134078979492, ""mean"": 13.848331212997437, ""median"": 12.925330638885498, ""min"": 7.498094081878662}, ""k"": 10, ""score"": {""max"": 0.11767344422938318, ""mean"": 0.07247242071605477, ""median"": 0.07181181091840969, ""min"": 0.03931878772370806}}",ok,
20260406_160929_0d3bbd9e,cifar10_fl_dp_local_leaky,cifar10,,True,True,regular,iid,10,0.001,16,50,,1.0,,1.0,cifar10_cifar10_fl_dp_local_leaky_ldp_eps1.0_clip1.0_20260406_160929_0d3bbd9e.keras,train,10,42,"41905,7296,1639,48598,18024,16049,14628,9144,48265,6717",0.04881837533550227,0.04933546367495205,20.144818115234376,0.06474735935260559,0.0671064687555081,15.212552738189697,"{""dist_to_target"": {""max"": 28.263233184814453, ""mean"": 20.144818115234376, ""median"": 19.27184009552002, ""min"": 13.797019958496094}, ""k"": 10, ""score"": {""max"": 0.06758117531806287, ""mean"": 0.04881837533550227, ""median"": 0.04933546367495205, ""min"": 0.03417257394917419}}","{""dist_to_target"": {""max"": 24.536209106445312, ""mean"": 15.212552738189697, ""median"": 13.903986930847168, ""min"": 9.949014663696289}, ""k"": 10, ""score"": {""max"": 0.09133241946562605, ""mean"": 0.06474735935260559, ""median"": 0.0671064687555081, ""min"": 0.03916008033265991}}",ok,
